cleaned_text,category,source
after perusing such record and hearing the appellant or his pleader if he appears and the public prosecutor if he appears and in case of an appeal under section or section the accused if he appears the appellate court may if it considers that there is no sufficient ground for interfering dismiss the appeal or may a in an appeal from an order or acquittal reverse such order and direct that further inquiry be made or that the accused be retried or committed for trial as the case may be or find him guilty and pass sentence on him according to law b in an appeal from a conviction i reverse the finding and sentence and acquit or discharge the accused or order him to be retried by a court of competent jurisdiction subordinate to such appellate court or committed for trial or ii alter the finding maintaining the sentence or iii with or without altering the finding alter the nature or the extent or the nature and extent of the sentence but not so as to enhance the same c in an appeal for enhancement of sentence i reverse the finding and sentence and acquit or discharge the accused or order him to be retried by a court competent to try the offence or ii alter the finding maintaining the sentence or iii with or without altering the finding alter the nature or the extent or the nature and extent of the sentence so as to enhance or reduce the same d in an appeal from any other order alter or reverse such order e make any amendment or any consequential or incidental order that may be just or proper provided that the sentence shall not be enhanced unless the accused has had an opportunity of showing cause against such enhancement provided further that the appellate court shall not inflict greater punishment for the offence which in its opinion the accused has committed than might have been inflicted for that offence by the court passing the order or sentence under appeal,General Procedure,CrPC
the rules contained in chapter xxvii as to the judgment of a criminal court of original jurisdiction shall apply so far as may be practicable to the judgment in appeal of a court of session or chief judicial magistrate provided that unless the appellate court otherwise directs the accused shall not be brought up or required to attend to hear judgment delivered,General Procedure,CrPC
whenever a case is decided on appeal by the high court under this chapter it shall certify its judgment or order to the court by which the finding sentence or order appealed against was recorded or passed and if such court is that of a judicial magistrate other than the chief judicial magistrate the high courts judgment or order shall be sent through the chief judicial magistrate and if such court is that of an executive magistrate the high courts judgment or order shall be sent through the district magistrate the court to which the high court certifies its judgment or order shall thereupon make such orders as are conformable to the judgment or order of the high court and if necessary the record shall be amended in accordance therewith,General Procedure,CrPC
pending any appeal by a convicted person the appellate court may for reasons to be recorded by it in writing order that the execution of the sentence or order appealed against be suspended and also if he is in confinement that he be released on bail or on his own bond provided that the appellate court shall before releasing on bail or on his own bond a convicted person who is convicted of an offence punishable with death or imprisonment for life or imprisonment for a term of not less than ten years shall give opportunity to the public prosecutor for showing cause in writing against such release provided further that in cases where a convicted person is released on bail it shall be open to the public prosecutor to file an application for the cancellation of the bail the power conferred by this section on a appellate court may be exercised also by the high court in the case of an appeal by a convicted person to a court subordinate thereto where the convicted person satisfies the court by which he is convicted that he intends to present an appeal the court shall i where such person being on bail is sentenced to imprisonment for a term not exceeding three years or ii where the offence of which such person has been convicted is a bailable one and he is on bail order that the convicted person be released on bail unless there are special reasons for refusing bail for such period as will afford sufficient time to present the appeal and obtain the orders of the appellate court under subsection and the sentence of imprisonment shall so long as he is so released on bail be deemed to be suspended when the appellant is ultimately sentenced to imprisonment for a term or to imprisonment for life the time during which he is so released shall be excluded in computing the term for which he is so sentenced ins by act of s wef,General Procedure,CrPC
when an appeal is presented under section the high court may issue a warrant directing that the accused be arrested and brought before it or any subordinate court and the court before which he is brought may commit him to prison pending the disposal of the appeal or admit him to bail,General Procedure,CrPC
in dealing with any appeal under this chapter the appellate court if it thinks additional evidence to be necessary shall record its reasons and may either take such evidence itself or direct it to be taken by a magistrate or when the appellate court is a high court by a court of session or a magistrate when the additional evidence is taken by the court of session or the magistrate it or he shall certify such evidence to the appellate court and such court shall thereupon proceed to dispose of the appeal the accused or his pleader shall have the right to be present when the additional evidence is taken the taking of evidence under this section shall be subject to the provisions of chapter xxiii as if it were an inquiry,General Procedure,CrPC
when an appeal under this chapter is heard by a high court before a bench of judges and they are divided in opinion the appeal with their opinions shall be laid before another judge of that court and that judge after such hearing as he thinks fit shall deliver his opinion and the judgment or order shall follow that opinion provided that if one of the judges constituting the bench or where the appeal is laid before another judge under this section that judge so requires the appeal shall be reheard and decided by a larger bench of judges,General Procedure,CrPC
judgments and orders passed by an appellate court upon an appeal shall be final except in the cases provided for in section section subsection of section or chapter xxx provided that notwithstanding the final disposal of an appeal against conviction in any case the appellate court may hear and dispose of on the merits a an appeal against acquittal under section arising out of the same case or b an appeal for the enhancement of sentence under section arising out of the same case,General Procedure,CrPC
every other appeal under section or section shall finally abate on the death of the accused every other appeal under this chapter except an appeal from a sentence of fine shall finally abate on the death of the appellant provided that where the appeal is against a conviction and sentence of death or of imprisonment and the appellant dies during the pendency of the appeal any of his near relatives may within thirty days of the death of the appellant apply to the appellate court for leave to continue the appeal and if leave is granted the appeal shall not abate explanationin this section near relative means a parent spouse lineal descendant brother or sister,General Procedure,CrPC
where any court is satisfied that a case pending before it involves a question as to the validity of any act ordinance or regulation or of any provision contained in an act ordinance or regulation the determination of which is necessary for the disposal of the case and is of opinion that such act ordinance regulation or provision is invalid or inoperative but has not been so declared by the high court to which that court is subordinate or by the supreme court the court shall state a case setting out its opinion and the reasons therefor and refer the same for the decision of the high court explanationin this section regulation means any regulation as defined in the general clauses act of or in the general clauses act of a state a court of session or a metropolitan magistrate may if it or he thinks fit in any case pending before it or him to which the provisions of subsection do not apply refer for the decision of the high court any question of law arising in the hearing of such case any court making a reference to the high court under subsection or subsection may pending the decision of the high court thereon either commit the accused to jail or release him on bail to appear when called upon,General Procedure,CrPC
when a question has been so referred the high court shall pass such order thereon as it thinks fit and shall cause a copy of such order to be sent to the court by which the reference was made which shall dispose of the case conformably to the said order the high court may direct by whom the costs of such reference shall be paid,General Procedure,CrPC
the high court or any sessions judge may call for and examine the record of any proceeding before any inferior criminal court situate within its or his local jurisdiction for the purpose of satisfying itself or himself to the correctness legality or propriety of any finding sentence or order recorded or passed and as to the regularity of any proceedings of such inferior court and may when calling for such record direct that the execution of any sentence or order be suspended and if the accused is in confinement that he be released on bail or on his own bond pending the examination of the record explanationall magistrates whether executive or judicial and whether exercising original or appellate jurisdiction shall be deemed to be inferior to the sessions judge for the purposes of this subsection and of section the powers of revision conferred by subsection shall not be exercised in relation to any interlocutory order passed in any appeal inquiry trial or other proceeding if an application under this section has been made by any person either to the high court or to the sessions judge no further application by the same person shall be entertained by the other of them,General Procedure,CrPC
on examining any record under section or otherwise the high court or the sessions judge may direct the chief judicial magistrate by himself or by any of the magistrates subordinate to him to make and the chief judicial magistrate may himself make or direct any subordinate magistrate to make further inquiry into any complaint which has been dismissed under section or subsection of section or into the case of any person accused of an offence who has been discharged provided that no court shall make any direction under this section for inquiry into the case of any person who has been discharged unless such person has had an opportunity of showing cause why such direction should not be made,General Procedure,CrPC
in the case of any proceeding the record of which has been called for by himself the sessions judge may exercise all or any of the powers which may be exercised by the high court under subsection of section where any proceeding by way of revision is commenced before a sessions judge under subsection the provisions of subsections and of section shall so far as may be apply to such proceeding and references in the said subsections to the high court shall be construed as references to the sessions judge where any application for revision is made by or on behalf of any person before the sessions judge the decision of the sessions judge thereon in relation to such person shall be final and no further proceeding by way of revision at the instance of such person shall be entertained by the high court or any other court,General Procedure,CrPC
an additional sessions judge shall have and may exercise all the powers of a sessions judge under this chapter in respect of any case which may be transferred to him by or under any general or special order of the sessions judge,General Procedure,CrPC
in the case of any proceeding the record of which has been called for by itself or which otherwise comes to its knowledge the high court may in its discretion exercise any of the powers conferred on a court of appeal by sections and or on a court of session by section and when the judges composing the court of revision are equally divided in opinion the case shall be disposed of in the manner provided by section no order under this section shall be made to the prejudice of the accused or other person unless he has had an opportunity of being heard either personally or by pleader in his own defence nothing in this section shall be deemed to authorise a high court to convert a finding of acquittal into one conviction where under this code an appeal lies and no appeal is brought no proceeding by way of revision shall be entertained at the instance of the party who could have appealed where under this code an appeal lies but an application for revision has been made to the high court by any person and the high court is satisfied that such application was made under the erroneous belief that no appeal lies thereto and that it is necessary in the interests of justice so to do the high court may treat the application for revision as a petition of appeal and deal with the same accordingly,General Procedure,CrPC
whenever one or more persons convicted at the same trial makes or make application to a high court for revision and any other person convicted at the same trial makes an application to the sessions judge for revision the high court shall decide having regard to the general convenience of the parties and the importance of the questions involved which of the two courts should finally dispose of the applications for revision and when the high court decides that all the applications for revision should be disposed of by itself the high court shall direct that the applications for revision pending before the sessions judge be transferred to itself and where the high court decides that it is not necessary for it to dispose of the applications for revision it shall direct that the applications for revision made to it be transferred to the sessions judge whenever any application for revision is transferred to the high court that court shall deal with the same as if it were an application duly made before itself whenever any application for revision is transferred to the sessions judge that judge shall deal with the same as if it were an application duly made before himself where an application for revision is transferred by the high court to the sessions judge no further application for revision shall lie to the high court or to any other court at the instance of the person or persons whose applications for revision have been disposed of by the sessions judge,General Procedure,CrPC
save as otherwise expressly provided by this code no party has any right to be heard either personally or by pleader before any court exercising its powers of revision but the court may if it thinks fit when exercising such powers hear any party either personally or by pleader,General Procedure,CrPC
when the record of any trial held by a metropolitan magistrate is called for by the high court or court of session under section the magistrate may submit with the record a statement setting forth the grounds of his decision or order and any facts which he thinks material to the issue and that court shall consider such statement before overruling or setting aside the said decision or order,General Procedure,CrPC
when a case is revised under this chapter by the high court or a sessions judge it or he shall in the manner provided by section certify its decision or order to the court by which the finding sentence or order revised was recorded or passed and the court to which the decision or order is so certified shall thereupon make such orders as are conformable to the decision so certified and if necessary the record shall be amended in accordance therewith,General Procedure,CrPC
whenever it is made to appear to the supreme court that an order under this section is expedient for the ends of justice it may direct that any particular case or appeal be transferred from one high court to another high court or from a criminal court subordinate to one high court to another criminal court of equal or superior jurisdiction subordinate to another high court the supreme court may act under this section only on the application of the attorneygeneral of india or of a party interested and every such application shall be made by motion which shall except when the applicant is the attorneygeneral of india or the advocategeneral of the state be supported by affidavit or affirmation where any application for the exercise of the powers conferred by this section is dismissed the supreme court may if it is of opinion that the application was frivolous or vexatious order the applicant to pay by way of compensation to any person who has opposed the application such sum not exceeding one thousand rupees as it may consider appropriate in the circumstances of the case,General Procedure,CrPC
whenever it is made to appear to the high court a that a fair and impartial inquiry or trial cannot be had in any criminal court subordinate thereto or b that some question of law of unusual difficulty is likely to arise or c that an order under this section is required by any provision of this code or will tend to the general convenience of the parties or witnesses or is expedient for the ends of justice it may order i that any offence be inquired into or tried by any court not qualified under sections to both inclusive but in other respects competent to inquire into or try such offence ii that any particular case or appeal or class of cases or appeals be transferred from a criminal court subordinate to its authority to any other such criminal court of equal or superior jurisdiction iii that any particular case be committed for trial to a court of session or iv that any particular case or appeal be transferred to and tried before itself the high court may act either on the report of the lower court or on the application of a party interested or on its own initiative provided that no application shall lie to the high court for transferring a case from one criminal court to another criminal court in the same sessions division unless an application for such transfer has been made to the sessions judge and rejected by him every application for an order under subsection shall be made by motion which shall except when the applicant is the advocategeneral of the state be supported by affidavit or affirmation when such application is made by an accused person the high court may direct him to execute a bond with or without sureties for the payment of any compensation which the high court may award under subsection every accused person making such application shall give to the public prosecutor notice in writing of the application together with a copy of the grounds on which it is made and no order shall be made on the merits of the applications unless at least twentyfour hours have elapsed between the giving of such notice and the hearing of the application where the application is for the transfer of a case or appeal from any subordinate court the high court may if it is satisfied that it is necessary so to do in the interest of justice order that pending the disposal of the application the proceedings in the subordinate court shall be stayed on such terms as the high court may think fit to impose provided that such stay shall not affect the subordinate courts power of remand under section where an application for an order under subsection is dismissed the high court may if it is of opinion that the application was frivolous or vexatious order the applicant to pay by way of compensation to any person who has opposed the application such sum not exceeding one thousand rupees as it may consider proper in the circumstances of the case when the high court orders under subsection that a case be transferred from any court for trial before itself it shall observe in such trial the same procedure which that court would have observed if the case had not been so transferred nothing in this section shall be deemed to affect any order of government under section,General Procedure,CrPC
whenever it is made to appear to a sessions judge that an order under this subsection is expedient for the ends of justice he may order that any particular case be transferred from one criminal court to another criminal court in his sessions division the sessions judge may act either on the report of the lower court or on the application of a party interested or on his own initiative the provisions of subsections and of section shall apply in relation to an application to the sessions judge for an order under subsection as they apply in relation to an application to the high court for an order under subsection of section except that subsection of that section shall so apply as if for the words one thousand rupees occurring therein the words two hundred and fifty rupees were substituted state amendment kerala amendment of section in section of the principal act for the words any other magistrate the words other magistrate of the first class and for the words any magistrate the words a magistrate of the first class shall be substituted vide kerala act of s,General Procedure,CrPC
a sessions judge may withdraw any case or appeal from or recall any case or appeal which he has made over to any assistant sessions judge or chief judicial magistrate subordinate to him at any time before the trial of the case or the hearing of the appeal has commenced before the additional sessions judge a sessions judge may recall any case or appeal which he has made over to any additional sessions judge where a sessions judge withdraws or recalls case or appeal under subsection or subsection he may either try the case in his own court or hear the appeal himself or make it over in accordance with the provisions of this code to another court for trial or hearing as the case may be state amendment kerala substitution of new section for section for section of the principal act the following section shall be substituted namely appeals to court of section how heardan appeal to the court of session or sessions judge shall be heard by the sessions judge or by an additional sessions judge provided that an additional sessions judge shall hear only such appeals as the state government may by general or special order direct or as the sessions judge of the division may make over to him vide kerala act of s,General Procedure,CrPC
any chief judicial magistrate may withdraw any case from or recall any case which he has made over to any magistrate subordinate to him and may inquire into or try such case himself or refer it for inquiry or trial to any other such magistrate competent to inquire into or try the same any judicial magistrate may recall any case made over by him under subsection of section to any other magistrate and may inquire into or try such cases himself,General Procedure,CrPC
any district magistrate or sub divisional magistrate may a make over for disposal any proceeding which has been started before him to any magistrate subordinate to him b withdraw any case from or recall any case which he has made over to any magistrate subordinate to him and dispose of such proceeding himself or refer it for disposal to any other magistrate,General Procedure,CrPC
a sessions judge or magistrate making an order under section section section or section shall record his reasons for making it,General Procedure,CrPC
when in a case submitted to the high court for the confirmation of a sentence of death the court of session receives the order of confirmation or other order of the high court thereon it shall cause such order to be carried into effect by issuing a warrant or taking such other steps as may be necessary,General Procedure,CrPC
when a sentence of death is passed by the high court in appeal or in revision the court of session shall on receiving the order of the high court cause the sentence to be carried into effect by issuing a warrant,General Procedure,CrPC
where a person is sentenced to death by the high court and an appeal from its judgment lies to the supreme court under subclause a or subclause b of clause of article of the constitution the high court shall order the execution of the sentence to be postponed until the period allowed for preferring such appeal has expired or if an appeal is preferred within that period until such appeal is disposed of where a sentence of death is passed or confirmed by the high court and the person sentenced makes an application to the high court for the grant of a certificate under article or under subclause c of clause of article of the constitution the high court shall order the execution of the sentence to be postponed until such application is disposed of by the high court or if a certificate is granted on such application until the period allowed for preferring an appeal to the supreme court on such certificate has expired where a sentence of death is passed or confirmed by the high court and the high court is satisfied that the person sentenced intends to present a petition to the supreme court for the grant of special leave to appeal under article of the constitution the high court shall order the execution of the sentence to be postponed for such period as it considers sufficient to enable him to present such petition,General Procedure,CrPC
if a woman sentenced to death is found to be pregnant the high court shall commute the sentence to imprisonment for life,General Procedure,CrPC
except when otherwise provided by any law for the time being in force the state government may direct in what place any person liable to be imprisoned or committed to custody under this code shall be confined if any person liable to be imprisoned or committed to custody under this code is in confinement in a civil jail the court or magistrate ordering the imprisonment or committal may direct that the person be removed to a criminal jail when a person is removed to a criminal jail under subsection he shall on being released therefrom be sent back to the civil jail unless either a three years have elapsed since he was removed to the criminal jail in which case he shall be deemed to have been released from the civil jail under section of the code of civil procedure of or section of the provincial insolvency act of as the case may be or b the court which ordered his imprisonment in the civil jail has certified to the officer in charge of the criminal jail that he is entitled to be released under section of the code of civil procedure of or under section of the provincial insolvency act of as the case may be,General Procedure,CrPC
where the accused is sentenced to imprisonment for life or to imprisonment for a term in cases other than those provided for by section the court passing the sentence shall forthwith forward a warrant to the jail or other place in which he is or is to be confined and unless the accused is already confined in such jail or other place shall forward him to such jail or other place with the warrant provided that where the accused is sentenced to imprisonment till the rising of the court it shall not be necessary to prepare or forward a warrant to a jail and the accused may be confined in such place as the court may direct where the accused is not present in court when he is sentenced to such imprisonment as is mentioned in subsection the court shall issue a warrant for his arrest for the purpose of forwarding him to the jail or other place in which he is to be confined and in such case the sentence shall commence on the date of his arrest,General Procedure,CrPC
every warrant for the execution of a sentence of imprisonment shall be directed to the officer in charge of the jail or other place in which the prisoner is or is to be confined,General Procedure,CrPC
when the prisoner is to be confined in a jail the warrant shall be lodged with the jailor,General Procedure,CrPC
when an offender has been sentenced to pay a fine the court passing the sentence may take action for the recovery of the fine in either or both of the following ways that is to say it may a issue a warrant for the levy of the amount by attachment and sale of any movable property belonging to the offender b issue a warrant to the collector of the district authorising him to realise the amount as arrears of land revenue from the movable or immovable property or both of the defaulter provided that if the sentence directs that in default of payment of the fine the offender shall be imprisoned and if such offender has undergone the whole of such imprisonment in default no court shall issue such warrant unless for special reasons to be recorded in writing it considers it necessary so to do or unless it has made an order for the payment of expenses or compensation out of the fine under section the state government may make rules regulating the manner in which warrants under clause a of subsection are to be executed and for the summary determination of any claims made by any person other than the offender in respect of any property attached in execution of such warrant where the court issues a warrant to the collector under clause b of subsection the collector shall realise the amount in accordance with the law relating to recovery of arrears of land revenue as if such warrant were a certificate issued under such law provided that no such warrant shall be executed by the arrest or detention in prison of the offender,General Procedure,CrPC
a warrant issued under clause a of subsection of section by any court may be executed within the local jurisdiction of such court and it shall authorise the attachment and sale of any such property outside such jurisdiction when it is endorsed by the district magistrate within whose local jurisdiction such property is found,General Procedure,CrPC
notwithstanding anything contained in this code or in any other law for the time being in force when an offender has been sentenced to pay a fine by a criminal court in any territory to which this code does not extend and the court passing the sentence issues a warrant to the collector of a district in the territories to which this code extends authorising him to realise the amount as if it were an arrear of land revenue such warrant shall be deemed to be a warrant issued under clause b of subsection of section by a court in the territories to which this code extends and the provisions of subsection of the said section as to the execution of such warrant shall apply accordingly,General Procedure,CrPC
when an offender has been sentenced to fine only and to imprisonment in default of payment of the fine and the fine is not paid forthwith the court may a order that the fine shall be payable either in full on or before a date not more than thirty days from the date of the order or in two or three instalments of which the first shall be payable on or before a date not more than thirty days from the date of the order and the other or others at an interval or at intervals as the case may be of not more than thirty days b suspend the execution of the sentence of imprisonment and release the offender on the execution by the offender of a bond with or without sureties as the court thinks fit conditioned for his appearance before the court on the date or dates on or before which payment of the fine or the instalments thereof as the case may be is to be made and if the amount of the fine or of any instalment as the case may be is not realised on or before the latest date on which it is payable under the order the court may direct the sentence of imprisonment to be carried into execution at once the provisions of subsection shall be applicable also in any case in which an order for the payment of money has been made on nonrecovery of which imprisonment may be awarded and the money is not paid forthwith and if the person against whom the order has been made on being required to enter into a bond such as is referred to in that subsection fails to do so the court may at once pass sentence of imprisonment,General Procedure,CrPC
every warrant for the execution of a sentence may be issued either by the judge or magistrate who passed the sentence or by his successorinoffice,General Procedure,CrPC
when a sentence of death imprisonment for life or fine is passed under this code on an escaped convict such sentence shall subject to the provisions hereinbefore contained take effect immediately when a sentence of imprisonment for a term is passed under this code on an escaped convict a if such sentence is severer in kind than the sentence which such convict was undergoing when he escaped the new sentence shall take effect immediately b if such sentence is not severer in kind than the sentence which such convict was undergoing when he escaped the new sentence shall take effect after he has suffered imprisonment for a further period equal to that which at the time of his escape remained unexpired of his former sentence for the purposes of subsection a sentence of rigorous imprisonment shall be deemed to be severer in kind than a sentence of simple imprisonment,General Procedure,CrPC
when a person already undergoing a sentence of imprisonment is sentenced on a subsequent conviction to imprisonment or imprisonment for life such imprisonment or imprisonment for life shall commence at the expiration of the imprisonment to which he has been previously sentenced unless the court directs that the subsequent sentence shall run concurrently with such previous sentence provided that where a person who has been sentenced to imprisonment by an order under section in default of furnishing security is whilst undergoing such sentence sentenced to imprisonment for an offence committed prior to the making of such order the latter sentence shall commence immediately when a person already undergoing a sentence of imprisonment for life is sentenced on a subsequent conviction to imprisonment for a term or imprisonment for life the subsequent sentence shall run concurrently with such previous sentence,General Procedure,CrPC
where an accused person has on conviction been sentenced to imprisonment for a term not being imprisonment in default of payment of fine the period of detention if any undergone by him during the investigation inquiry or trial of the same case and before the date of such conviction shall be set off against the term of imprisonment imposed on him on such conviction and the liability of such person to undergo imprisonment on such conviction shall be restricted to the remainder if any of the term of imprisonment imposed on him provided that in cases referred to in section a such period of detention shall be set off against the period of fourteen years referred to in that section,General Procedure,CrPC
nothing in section or section shall be held to excuse any person from any part of the punishment to which he is liable upon his former or subsequent conviction when an award of imprisonment in default of payment of a fine is annexed to a substantive sentence of imprisonment and the person undergoing the sentence is after its execution to undergo a further substantive sentence or further substantive sentences of imprisonment effect shall not be given to the award of imprisonment in default of payment of the fine until the person has undergone the further sentence or sentences,General Procedure,CrPC
when a sentence has been fully executed the officer executing it shall return the warrant to the court from which it is issued with an endorsement under his hand certifying the manner in which the sentence has been executed,General Procedure,CrPC
any money other than a fine payable by virtue of any order made under this code and the method of recovery of which is not otherwise expressly provided for shall be recoverable as if it were a fine provided that section shall in its application to an order under section by virtue of this section be construed as if in the proviso to subsection of section after the words and figures under section the words and figures or an order for payment of costs under section had been inserted,General Procedure,CrPC
when any person has been sentenced to punishment for an offence the appropriate government may at any time without conditions or upon any conditions which the person sentenced accepts suspend the execution of his sentence or remit the whole or any part of the punishment to which he has been sentenced whenever an application is made to the appropriate government for the suspension or remission of a sentence the appropriate government may require the presiding judge of the court before or by which the conviction was had or confirmed to state his opinion as to whether the application should be granted or refused together with his reasons for such opinion and also to forward with the statement of such opinion a certified copy of the record of the trial or of such record thereof as exists if any condition on which a sentence has been suspended or remitted is in the opinion of the appropriate government not fulfilled the appropriate government may cancel the suspension or remission and thereupon the person in whose favour the sentence has been suspended or remitted may if at large be arrested by any police officer without warrant and remanded to undergo the unexpired portion of the sentence the condition on which a sentence is suspended or remitted under this section may be one to be fulfilled by the person in whose favour the sentence is suspended or remitted or one independent of his will the appropriate government may by general rules or special orders give directions as to the suspension of sentences and the conditions on which petitions should be presented and dealt with provided that in the case of any sentence other than a sentence of fine passed on a male person above the age of eighteen years no such petition by the person sentenced or by any other person on his behalf shall be entertained unless the person sentenced is in jail and a where such petition is made by the person sentenced it is presented through the officer in charge of the jail or b where such petition is made by any other person it contains a declaration that the person sentenced is in jail the provisions of the above subsections shall also apply to any order passed by a criminal court under any section of this code or of any other law which restricts the liberty of any person or imposes any liability upon him or his property in this section and in section the expression appropriate government means a in cases where the sentence is for an offence against or the order referred to in subsection is passed under any law relating to a matter to which the executive power of the union extends the central government b in other cases the government of the state within which the offender is sentenced or the said order is passed,General Procedure,CrPC
the appropriate government may without the consent of the person sentenced commute a a sentence of death for any other punishment provided by the indian penal code of b a sentence of imprisonment for life for imprisonment for a term not exceeding fourteen years or for fine c a sentence of rigorous imprisonment for simple imprisonment for any term to which that person might have been sentenced or for fine d a sentence of simple imprisonment for fine,General Procedure,CrPC
a restriction on powers of remission or commutation in certain cases notwithstanding anything contained in section where a sentence of imprisonment for life is imposed on conviction of a person for an offence for which death is one of the punishments provided by law or where a sentence of death imposed on a person has been commuted under section into one of imprisonment for life such person shall not be released from prison unless he had served at least fourteen years of imprisonment,General Procedure,CrPC
the powers conferred by sections and upon the state government may in the case of sentences of death also be exercised by the central government,General Procedure,CrPC
the powers conferred by sections and upon the state government to remit or commute a sentence in any case where the sentence is for an offence a which was investigated by the delhi special police establishment constituted under the delhi special police establishment act of or by any other agency empowered to make investigation into an offence under any central act other than this code or b which involved the misappropriation or destruction of or damage to any property belonging to the central government or c which was committed by a person in the service of the central government while acting or purporting to act in the discharge of his official duty shall not be exercised by the state government except after consultation with the central government no order of suspension remission or commutation of sentences passed by the state government in relation to a person who has been convicted of offences some of which relate to matters to which the executive power of the union extends and who has been sentenced to separate terms of imprisonment which are to run concurrently shall have effect unless an order for the suspension remission or commutation as the case may be of such sentences has also been made by the central government in relation to the offences committed by such person with regard to matters to which the executive power of the union extends,General Procedure,CrPC
when any person other than a person accused of a nonbailable offence is arrested or detained without warrant by an officer in charge of a police station or appears or is brought before a court and is prepared at any time while in the custody of such officer or at any stage of the proceeding before such court to give bail such person shall be released on bail provided that such officer or court if he or it thinks fit may and shall if such person is indigent and is unable to furnish surety instead of taking bail from such person discharge him on his executing a bond without sureties for his appearance as hereinafter provided explanationwhere a person is unable to give bail within a week of the date of his arrest it shall be a sufficient ground for the officer or the court to presume that he is an indigent person for the purposes of this proviso provided further that nothing in this section shall be deemed to affect the provisions of subsection of section or section a notwithstanding anything contained in subsection where a person has failed to comply with the conditions of the bailbond as regards the time and place of attendance the court may refuse to release him on bail when on a subsequent occasion in the same case he appears before the court or is brought in custody and any such refusal shall be without prejudice to the powers of the court to call upon any person bound by such bond to pay the penalty thereof under section state amendment uttar pradesh in section of the said code in subsection in the first proviso for the word discharge the word release shall be substituted vide uttar pradesh act of s,Bail,CrPC
a maximum period for which an undertrial prisoner can be detained where a person has during the period of investigation inquiry or trial under this code of an offence under any law not being an offence for which the punishment of death has been specified as one of the punishments under that law undergone detention for a period extending up to onehalf of the maximum period of imprisonment specified for that offence under that law he shall be released by the court on his personal bond with or without sureties provided that the court may after hearing the public prosecutor and for reasons to be recorded by it in writing order the continued detention of such person for a period longer than onehalf of the said period or release him on bail instead of the personal bond with or without sureties provided further that no such person shall in any case be detained during the period of investigation inquiry or trial for more than the maximum period of imprisonment provided for the said offence under that law explanationin computing the period of detention under this section for granting bail the period of detention passed due to delay in proceeding caused by the accused shall be excluded,Bail,CrPC
when any person accused of or suspected of the commission of any nonbailable offence is arrested or detained without warrant by an officer in charge of a police station or appears or is brought before a court other than the high court or court of session he may be released on bail but i such person shall not be so released if there appear reasonable grounds for believing that he has been guilty of an offence punishable with death or imprisonment for life ii such person shall not be so released if such offence is a cognizable offence and he had been previously convicted of an offence punishable with death imprisonment for life or imprisonment for seven years or more or he had been previously convicted on two or more occasions of a cognizable offence punishable with imprisonment for three years or more but not less than seven years provided that the court may direct that a person referred to in clause i or clause ii be released on bail if such person is under the age of sixteen years or is a woman or is sick or infirm provided further that the court may also direct that a person referred to in clause ii be released on bail if it is satisfied that it is just and proper so to do for any other special reason provided also that the mere fact that an accused person may be required for being identified by witnesses during investigation shall not be sufficient ground for refusing to grant bail if he is otherwise entitled to be released on bail and gives an undertaking that he shall comply with such directions as may be given by the court provided also that no person shall if the offence alleged to have been committed by him is punishable with death imprisonment for life or imprisonment for seven years or more be released on bail by the court under this subsection without giving an opportunity of hearing to the public prosecutor if it appears to such officer or court at any stage of the investigation inquiry or trial as the case may be that there are not reasonable grounds for believing that the accused has committed a nonbailable offence but that there are sufficient grounds for further inquiry into his guilt the accused shall subject to the provisions of section a and pending such inquiry be released on bail or at the discretion of such officer or court on the execution by him of a bond without sureties for his appearance as hereinafter provided when a person accused or suspected of the commission of an offence punishable with imprisonment which may extend to seven years or more or of an offence under chapter vi chapter xvi or chapter xvii of the indian penal code of or abatement of or conspiracy or attempt to commit any such offence is released on bail under subsection the court shall impose the conditions a that such person shall attend in accordance with the conditions of the bond executed under this chapter b that such person shall not commit an offence similar to the offence of which he is accused or suspected of the commission of which he is suspected and c that such person shall not directly or indirectly make any inducement threat or promise to any person acquainted with the facts of the case so as to dissuade him from disclosing such facts to the court or to any police officer or tamper with the evidence and may also impose in the interests of justice such other conditions as it considers necessary an officer or a court releasing any person on bail under subsection or subsection shall record in writing his or its reasons or special reasons for so doing any court which has released a person on bail under subsection or subsection may if it considers it necessary so to do direct that such person be arrested and commit him to custody if in any case triable by a magistrate the trial of a person accused of any nonbailable offence is not concluded within a period of sixty days from the first date fixed for taking evidence in the case such person shall if he is in custody during the whole of the said period be released on bail to the satisfaction of the magistrate unless for reasons to be recorded in writing the magistrate otherwise directs if at any time after the conclusion of the trial of a person accused of a nonbailable offence and before judgment is delivered the court is of opinion that there are reasonable grounds for believing that the accused is not guilty of any such offence it shall release the accused if he is in custody on the execution by him of a bond without sureties for his appearance to hear judgment delivered state amendment arunachal pradesh amendment of section in section of the principal act in subsection after the fourth proviso the following proviso shall be added namely provided also that no person shall if the offence alleged to have been committed by him against woman is punishable with imprisonment for not less than seven years be released on bail by the court under this subsection without giving an opportunity of hearing to the public prosecutor vide arunachal pradesh act of s,Bail,CrPC
